class_id,category,class_name_english,video_path
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_004.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_005.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_006.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_007.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_008.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_009.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_010.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_011.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_012.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_013.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_014.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_015.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_016.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_017.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_018.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_019.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_020.MOV
9,Adjectives,Fast,SSL400\Dataset - Original\Adjectives\Fast\Fast_021.MOV
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_001.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_002.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_003.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_004.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_005.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_006.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_007.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_008.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_009.mp4
10,Adjectives,Fat,SSL400\Dataset - Original\Adjectives\Fat\Fat_010.mp4
11,Adjectives,Free,SSL400\Dataset - Original\Adjectives\Free\Free_001.mp4
11,Adjectives,Free,SSL400\Dataset - Original\Adjectives\Free\Free_002.mp4
11,Adjectives,Free,SSL400\Dataset - Original\Adjectives\Free\Free_003.mp4
11,Adjectives,Free,SSL400\Dataset - Original\Adjectives\Free\Free_004.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_001.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_002.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_003.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_004.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_005.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_006.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_007.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_008.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_009.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_010.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_011.mp4
12,Adjectives,Full,SSL400\Dataset - Original\Adjectives\Full\Full_012.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_001.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_002.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_003.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_004.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_005.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_006.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_007.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_008.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_009.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_010.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_011.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_012.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_013.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_014.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_015.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_016.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_017.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_018.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_019.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_020.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_021.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_022.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_023.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_024.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_025.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_026.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_027.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_028.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_029.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_030.mov
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_031.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_032.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_033.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_034.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_035.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_036.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_037.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_038.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_039.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_040.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_041.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_042.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_043.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_044.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_045.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_046.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_047.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_048.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_049.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_050.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_051.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_052.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_053.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_054.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_055.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_056.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_057.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_058.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_059.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_060.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_061.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_062.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_063.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_064.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_065.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_066.mp4
13,Adjectives,Good,SSL400\Dataset - Original\Adjectives\Good\Good_067.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_001.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_002.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_003.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_004.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_005.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_006.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_007.mp4
14,Adjectives,Happy,SSL400\Dataset - Original\Adjectives\Happy\Happy_008.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_001.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_002.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_003.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_004.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_005.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_006.mp4
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_007.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_008.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_009.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_010.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_011.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_012.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_013.MOV
15,Adjectives,Hard,SSL400\Dataset - Original\Adjectives\Hard\Hard_014.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_001.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_002.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_003.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_004.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_005.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_006.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_007.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_008.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_009.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_010.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_011.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_012.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_013.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_014.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_015.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_016.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_017.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_018.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_019.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_020.MOV
16,Adjectives,Healthy,SSL400\Dataset - Original\Adjectives\Healthy\Healthy_021.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_001.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_002.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_003.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_004.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_005.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_006.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_007.MOV
17,Adjectives,High,SSL400\Dataset - Original\Adjectives\High\High_008.MOV
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_001.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_002.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_003.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_004.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_005.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_006.mp4
18,Adjectives,Independent,SSL400\Dataset - Original\Adjectives\Independent\Independent_007.mp4
19,Adjectives,Less,SSL400\Dataset - Original\Adjectives\Less\Less_001.mp4
19,Adjectives,Less,SSL400\Dataset - Original\Adjectives\Less\Less_002.mp4
19,Adjectives,Less,SSL400\Dataset - Original\Adjectives\Less\Less_003.mp4
19,Adjectives,Less,SSL400\Dataset - Original\Adjectives\Less\Less_004.mp4
19,Adjectives,Less,SSL400\Dataset - Original\Adjectives\Less\Less_005.mp4
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_001.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_002.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_003.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_004.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_005.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_006.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_007.MOV
20,Adjectives,Loose,SSL400\Dataset - Original\Adjectives\Loose\Loose_008.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_001.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_002.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_003.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_004.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_005.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_006.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_007.MOV
21,Adjectives,Low,SSL400\Dataset - Original\Adjectives\Low\Low_008.MOV
22,Adjectives,Next,SSL400\Dataset - Original\Adjectives\Next\Next_001.mp4
22,Adjectives,Next,SSL400\Dataset - Original\Adjectives\Next\Next_002.mp4
22,Adjectives,Next,SSL400\Dataset - Original\Adjectives\Next\Next_003.mp4
22,Adjectives,Next,SSL400\Dataset - Original\Adjectives\Next\Next_004.mp4
22,Adjectives,Next,SSL400\Dataset - Original\Adjectives\Next\Next_005.mp4
23,Adjectives,Nice,SSL400\Dataset - Original\Adjectives\Nice\Nice_001.MOV
23,Adjectives,Nice,SSL400\Dataset - Original\Adjectives\Nice\Nice_002.MOV
23,Adjectives,Nice,SSL400\Dataset - Original\Adjectives\Nice\Nice_003.MOV
23,Adjectives,Nice,SSL400\Dataset - Original\Adjectives\Nice\Nice_004.MOV
24,Adjectives,Not good,SSL400\Dataset - Original\Adjectives\Not good\Not good_001.mov
24,Adjectives,Not good,SSL400\Dataset - Original\Adjectives\Not good\Not good_002.mov
24,Adjectives,Not good,SSL400\Dataset - Original\Adjectives\Not good\Not good_003.mov
