video_path,class_name,class_id
data/raw/Good/WhatsApp Video 2026-07-17 at 12.42.45 PM (1).mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-24 at 16.55.43.mp4,Good,2
data/raw/Good/Good_035.mp4,Good,2
data/raw/Good/Good_023.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-25 at 11.11.37 PM (2).mp4,Good,2
data/raw/Good/Good1_1.mp4,Good,2
data/raw/Good/Good_018.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-06-23 at 10.13.37 PM.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-06 at 6.33.27 PM.mp4,Good,2
data/raw/Good/Good_010.mp4,Good,2
data/raw/Good/Good_036.mp4,Good,2
data/raw/Good/Good_006.mp4,Good,2
data/raw/Good/Good_007.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-17 at 12.43.18 PM.mp4,Good,2
data/raw/Good/Good_041.mp4,Good,2
data/raw/Good/Good_061.mp4,Good,2
data/raw/Good/Good_020.mp4,Good,2
data/raw/Good/AsmaaAlsayed_good_1.mp4,Good,2
data/raw/Good/Good_053.mp4,Good,2
data/raw/Good/MohamedMosa_good_1.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-25 at 11.11.29 PM (2).mp4,Good,2
data/raw/Good/Good_056.mp4,Good,2
data/raw/Good/Good_022.mp4,Good,2
data/raw/Good/Good_017.mp4,Good,2
data/raw/Good/MoatazOsman_good_7.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-25 at 11.11.41 PM (1).mp4,Good,2
data/raw/Good/Good_001.mp4,Good,2
data/raw/Good/Good_045.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-06-23 at 10.11.43 PM.mp4,Good,2
data/raw/Good/Good_021.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-25 at 11.11.42 PM (2).mp4,Good,2
data/raw/Good/WhatsApp Video 2026-06-23 at 10.15.00 PM.mp4,Good,2
data/raw/Good/Good_005.mp4,Good,2
data/raw/Good/EmanElsayed_good_1.mp4,Good,2
data/raw/Good/Good_031.mp4,Good,2
data/raw/Good/Good_024.mp4,Good,2
data/raw/Good/Good_038.mp4,Good,2
data/raw/Good/Good_1.mp4,Good,2
data/raw/Good/AyaAdel_good_1.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-17 at 12.42.46 PM.mp4,Good,2
data/raw/Good/Good_044.mp4,Good,2
data/raw/Good/AbdelrahamanKhairy_good_1.mp4,Good,2
data/raw/Good/Good_025.mp4,Good,2
data/raw/Good/Good_059.mp4,Good,2
data/raw/Good/Good_050.mp4,Good,2
data/raw/Good/AbdullahAshraf_good_1.mp4,Good,2
data/raw/Good/Good_032.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-06 at 6.32.41 PM.mp4,Good,2
data/raw/Good/6-1.mp4,Good,2
data/raw/Good/Good_004.mp4,Good,2
data/raw/Good/MahmoudRagab_good_5.mp4,Good,2
data/raw/Good/Good_047.mp4,Good,2
data/raw/Good/Good_049.mp4,Good,2
data/raw/Good/Good_052.mp4,Good,2
data/raw/Good/Good_042.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-24 at 16.53.04.mp4,Good,2
data/raw/Good/5-2.mp4,Good,2
data/raw/Good/Good_058.mp4,Good,2
data/raw/Good/Good_037.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-17 at 12.42.45 PM.mp4,Good,2
data/raw/Good/WhatsApp Video 2026-07-25 at 11.11.39 PM (1).mp4,Good,2
data/raw/Good/Good_065.mp4,Good,2
data/raw/Hello/Hello_027.mp4,Hello,1
data/raw/Hello/Hello_070.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-06 at 6.30.57 PM.mp4,Hello,1
data/raw/Hello/Hello_080.mp4,Hello,1
data/raw/Hello/Hello_082.mp4,Hello,1
data/raw/Hello/Hello_016.mp4,Hello,1
data/raw/Hello/Hello_043.mp4,Hello,1
data/raw/Hello/Hello_083.mp4,Hello,1
data/raw/Hello/Hello_003.mp4,Hello,1
data/raw/Hello/Hello_086.mp4,Hello,1
data/raw/Hello/Hello_012.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-25 at 11.11.36 PM (2).mp4,Hello,1
data/raw/Hello/Hello_075.mp4,Hello,1
data/raw/Hello/Hello_020.mp4,Hello,1
data/raw/Hello/Hello_067.mp4,Hello,1
data/raw/Hello/Hello_069.mp4,Hello,1
data/raw/Hello/Hello_025.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-06 at 6.29.27 PM.mp4,Hello,1
data/raw/Hello/Hello_042.mp4,Hello,1
data/raw/Hello/Hello_002.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-06-23 at 10.39.05 PM.mp4,Hello,1
data/raw/Hello/Hello_013.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-17 at 12.37.54 PM.mp4,Hello,1
data/raw/Hello/Hello_093.mp4,Hello,1
data/raw/Hello/Hello_078.mp4,Hello,1
data/raw/Hello/Hello_073.mp4,Hello,1
data/raw/Hello/Hello_028.mp4,Hello,1
data/raw/Hello/Hello_097.mp4,Hello,1
data/raw/Hello/Hello_071.mp4,Hello,1
data/raw/Hello/Hello_099.mp4,Hello,1
data/raw/Hello/Hello_029.mp4,Hello,1
data/raw/Hello/Hello_036.mp4,Hello,1
data/raw/Hello/Hello_024.mp4,Hello,1
data/raw/Hello/Hello_096.mp4,Hello,1
data/raw/Hello/Hello_022.mp4,Hello,1
data/raw/Hello/Hello_068.mp4,Hello,1
data/raw/Hello/Hello_081.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-06-23 at 10.39.44 PM.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-17 at 12.38.07 PM.mp4,Hello,1
data/raw/Hello/Hello_089.mp4,Hello,1
data/raw/Hello/Hello_034.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-06-23 at 10.42.12 PM.mp4,Hello,1
data/raw/Hello/Hello_040.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-06-23 at 10.41.09 PM.mp4,Hello,1
data/raw/Hello/Hello_035.mp4,Hello,1
data/raw/Hello/Hello_014.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-25 at 11.11.28 PM.mp4,Hello,1
data/raw/Hello/Hello_008.mp4,Hello,1
data/raw/Hello/Hello_001.mp4,Hello,1
data/raw/Hello/Hello_044.mp4,Hello,1
data/raw/Hello/Hello_072.mp4,Hello,1
data/raw/Hello/Hello_005.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-06 at 6.31.21 PM.mp4,Hello,1
data/raw/Hello/Hello_045.mp4,Hello,1
data/raw/Hello/Hello_100.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-17 at 12.37.54 PM (1).mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-06 at 6.29.56 PM.mp4,Hello,1
data/raw/Hello/Hello_037.mp4,Hello,1
data/raw/Hello/Hello_006.mp4,Hello,1
data/raw/Hello/WhatsApp Video 2026-07-24 at 16.57.47.mp4,Hello,1
data/raw/Hello/Hello_021.mp4,Hello,1
data/raw/Hello/Hello_038.mp4,Hello,1
data/raw/House/House_029.mp4,House,3
data/raw/House/House_018.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-25 at 11.11.29 PM (1).mp4,House,3
data/raw/House/WhatsApp Video 2026-07-25 at 11.11.31 PM (2).mp4,House,3
data/raw/House/WhatsApp Video 2026-07-05 at 5.23.38 PM.mp4,House,3
data/raw/House/House_003.mp4,House,3
data/raw/House/House_053.mp4,House,3
data/raw/House/House_014.mp4,House,3
data/raw/House/House_015.mp4,House,3
data/raw/House/House_050.mp4,House,3
data/raw/House/House_002.mp4,House,3
data/raw/House/House_051.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-17 at 12.35.51 PM.mp4,House,3
data/raw/House/House_009.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-17 at 12.36.16 PM (1).mp4,House,3
data/raw/House/WhatsApp Video 2026-06-23 at 10.53.08 PM.mp4,House,3
data/raw/House/House_044.mp4,House,3
data/raw/House/House_043.mp4,House,3
data/raw/House/House_057.mp4,House,3
data/raw/House/House_012.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-24 at 17.08.15.mp4,House,3
data/raw/House/House_032.mp4,House,3
data/raw/House/House_021.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-25 at 11.11.37 PM (1).mp4,House,3
data/raw/House/WhatsApp Video 2026-07-05 at 5.24.25 PM.mp4,House,3
data/raw/House/House_058.mp4,House,3
data/raw/House/House_049.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-05 at 5.23.15 PM.mp4,House,3
data/raw/House/House_005.mp4,House,3
data/raw/House/House_025.mp4,House,3
data/raw/House/House_060.mp4,House,3
data/raw/House/House_041.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-24 at 17.09.27.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-05 at 5.24.57 PM.mp4,House,3
data/raw/House/WhatsApp Video 2026-06-23 at 10.54.44 PM.mp4,House,3
data/raw/House/House_054.mp4,House,3
data/raw/House/House_033.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-24 at 17.11.03.mp4,House,3
data/raw/House/House_022.mp4,House,3
data/raw/House/House_028.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-25 at 11.11.31 PM.mp4,House,3
data/raw/House/WhatsApp Video 2026-06-23 at 10.52.30 PM.mp4,House,3
data/raw/House/House_026.mp4,House,3
data/raw/House/WhatsApp Video 2026-07-05 at 5.23.57 PM.mp4,House,3
data/raw/House/House_020.mp4,House,3
data/raw/House/House_037.mp4,House,3
data/raw/House/House_017.mp4,House,3
data/raw/House/House_039.mp4,House,3
data/raw/House/WhatsApp Video 2026-06-23 at 10.52.00 PM.mp4,House,3
data/raw/House/House_008.mp4,House,3
data/raw/House/House_042.mp4,House,3
data/raw/House/House_045.mp4,House,3
data/raw/House/WhatsApp Video 2026-06-23 at 10.53.48 PM.mp4,House,3
data/raw/House/House_001.mp4,House,3
data/raw/Tell/WhatsApp Video 2026-07-05 at 5.16.47 PM.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-06-24 at 5.14.02 PM.mp4,Tell,6
data/raw/Tell/Tell_032.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-05 at 5.15.41 PM.mp4,Tell,6
data/raw/Tell/Tell_015.mp4,Tell,6
data/raw/Tell/Tell_019.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-24 at 17.18.18.mp4,Tell,6
data/raw/Tell/Tell_035.mp4,Tell,6
data/raw/Tell/Tell_002.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-17 at 12.27.45 PM.mp4,Tell,6
data/raw/Tell/Tell_033.mp4,Tell,6
data/raw/Tell/Tell_004.mp4,Tell,6
data/raw/Tell/Tell_034.mp4,Tell,6
data/raw/Tell/Tell_017.mp4,Tell,6
data/raw/Tell/Tell_013.mp4,Tell,6
data/raw/Tell/Tell_026.mp4,Tell,6
data/raw/Tell/Tell_011.mp4,Tell,6
data/raw/Tell/Tell_021.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-25 at 11.11.26 PM (1).mp4,Tell,6
data/raw/Tell/Tell_027.mp4,Tell,6
data/raw/Tell/Tell_022.mp4,Tell,6
data/raw/Tell/Tell_006.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-24 at 17.29.22.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-24 at 17.21.12.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-06-24 at 5.18.05 PM.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-17 at 12.27.46 PM.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-06-24 at 5.14.52 PM.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-05 at 5.16.16 PM.mp4,Tell,6
data/raw/Tell/Tell_018.mp4,Tell,6
data/raw/Tell/Tell_025.mp4,Tell,6
data/raw/Tell/Tell_012.mp4,Tell,6
data/raw/Tell/Tell_007.mp4,Tell,6
data/raw/Tell/Tell_016.mp4,Tell,6
data/raw/Tell/Tell_014.mp4,Tell,6
data/raw/Tell/Tell_023.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-05 at 5.14.49 PM.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-24 at 17.20.00.mp4,Tell,6
data/raw/Tell/Tell_020.mp4,Tell,6
data/raw/Tell/WhatsApp Video 2026-07-25 at 11.11.41 PM (2).mp4,Tell,6
data/raw/Thank you/Thank you_002.mp4,Thank you,0
data/raw/Thank you/Thank you_015.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-27 at 18.35.57.mp4,Thank you,0
data/raw/Thank you/Thank you_089.mp4,Thank you,0
data/raw/Thank you/Thank you_106.mp4,Thank you,0
data/raw/Thank you/Thank you_070.mp4,Thank you,0
data/raw/Thank you/Thank you_063.mp4,Thank you,0
data/raw/Thank you/Thank you_102.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-06-24 at 4.55.43 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_097.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-05 at 5.11.15 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_019.mp4,Thank you,0
data/raw/Thank you/Thank you_020.mp4,Thank you,0
data/raw/Thank you/Thank you_108.mp4,Thank you,0
data/raw/Thank you/Thank you_076.mp4,Thank you,0
data/raw/Thank you/Thank you_014.mp4,Thank you,0
data/raw/Thank you/Thank you_116.mp4,Thank you,0
data/raw/Thank you/Thank you_010.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-17 at 12.26.32 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_085.mp4,Thank you,0
data/raw/Thank you/Thank you_098.mp4,Thank you,0
data/raw/Thank you/Thank you_021.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-27 at 18.37.15.mp4,Thank you,0
data/raw/Thank you/Thank you_013.mp4,Thank you,0
data/raw/Thank you/Thank you_094.mp4,Thank you,0
data/raw/Thank you/Thank you_073.mp4,Thank you,0
data/raw/Thank you/Thank you_008.mp4,Thank you,0
data/raw/Thank you/Thank you_109.mp4,Thank you,0
data/raw/Thank you/Thank you_062.mp4,Thank you,0
data/raw/Thank you/Thank you_114.mp4,Thank you,0
data/raw/Thank you/Thank you_100.mp4,Thank you,0
data/raw/Thank you/Thank you_071.mp4,Thank you,0
data/raw/Thank you/Thank you_087.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-25 at 11.11.28 PM (2).mp4,Thank you,0
data/raw/Thank you/Thank you_022.mp4,Thank you,0
data/raw/Thank you/Thank you_052.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-05 at 5.12.11 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_053.mp4,Thank you,0
data/raw/Thank you/Thank you_113.mp4,Thank you,0
data/raw/Thank you/Thank you_104.mp4,Thank you,0
data/raw/Thank you/Thank you_023.mp4,Thank you,0
data/raw/Thank you/Thank you_011.mp4,Thank you,0
data/raw/Thank you/Thank you_091.mp4,Thank you,0
data/raw/Thank you/Thank you_024.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-27 at 18.38.36.mp4,Thank you,0
data/raw/Thank you/Thank you_025.mp4,Thank you,0
data/raw/Thank you/Thank you_095.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-06-24 at 4.53.20 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_099.mp4,Thank you,0
data/raw/Thank you/Thank you_027.mp4,Thank you,0
data/raw/Thank you/Thank you_016.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-05 at 5.11.46 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_090.mp4,Thank you,0
data/raw/Thank you/Thank you_084.mp4,Thank you,0
data/raw/Thank you/Thank you_083.mp4,Thank you,0
data/raw/Thank you/Thank you_079.mp4,Thank you,0
data/raw/Thank you/Thank you_068.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-27 at 18.32.55.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-06-24 at 4.54.49 PM.mp4,Thank you,0
data/raw/Thank you/Thank you_001.mp4,Thank you,0
data/raw/Thank you/Thank you_054.mp4,Thank you,0
data/raw/Thank you/Thank you_082.mp4,Thank you,0
data/raw/Thank you/Thank you_003.mp4,Thank you,0
data/raw/Thank you/Thank you_065.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-25 at 11.11.40 PM (1).mp4,Thank you,0
data/raw/Thank you/Thank you_086.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-05 at 5.10.34 PM.mp4,Thank you,0
data/raw/Thank you/WhatsApp Video 2026-07-17 at 12.26.31 PM (1).mp4,Thank you,0
data/raw/Write/Write_021.mp4,Write,7
data/raw/Write/Write_012.mp4,Write,7
data/raw/Write/Write_033.mp4,Write,7
data/raw/Write/Write_019.mp4,Write,7
data/raw/Write/Write_024.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-05 at 5.04.36 PM.mp4,Write,7
data/raw/Write/Write_011.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-29 at 13.15.18.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-29 at 13.13.35.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-25 at 11.11.40 PM.mp4,Write,7
data/raw/Write/Write_018.mp4,Write,7
data/raw/Write/Write_027.mp4,Write,7
data/raw/Write/Write_034.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-05 at 5.07.16 PM.mp4,Write,7
data/raw/Write/Write_014.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-17 at 12.25.06 PM.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-29 at 13.11.30.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-17 at 12.24.42 PM.mp4,Write,7
data/raw/Write/Write_025.mp4,Write,7
data/raw/Write/Write_005.mp4,Write,7
data/raw/Write/Write_022.mp4,Write,7
data/raw/Write/Write_023.mp4,Write,7
data/raw/Write/Write_010.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-06-24 at 4.49.48 PM.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-05 at 5.06.29 PM.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-25 at 11.11.36 PM.mp4,Write,7
data/raw/Write/Write_031.mp4,Write,7
data/raw/Write/Write_009.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-25 at 11.11.36 PM (1).mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-29 at 13.14.32.mp4,Write,7
data/raw/Write/Write_015.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-17 at 12.24.43 PM.mp4,Write,7
data/raw/Write/Write_032.mp4,Write,7
data/raw/Write/Write_004.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-07-05 at 5.05.04 PM.mp4,Write,7
data/raw/Write/WhatsApp Video 2026-06-24 at 4.46.26 PM.mp4,Write,7
data/raw/Write/Write_029.mp4,Write,7
data/raw/Write/Write_026.mp4,Write,7
data/raw/Write/Write_002.mp4,Write,7
data/raw/Write/Write_008.mp4,Write,7
